Shimmer1	Shimmer1	Shimmer1	Shimmer1	Shimmer1	Shimmer1	Shimmer1
Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Gyroscope X	Gyroscope Y	Gyroscope Z
CAL	CAL	CAL	CAL	CAL	CAL	CAL
mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	deg/sec	deg/sec	deg/sec
3541203,186	-2,733	13,475	2,634	14,652	-34,432	-21,978
3541208,069	0,119	6,822	0,040	14,652	-34,432	-21,978
3541212,952	2,634	11,396	-2,990	14,652	-34,432	-21,978
3541217,834	0,851	5,752	1,317	14,652	-34,432	-21,978
3541222,717	0,931	6,149	8,960	14,652	-34,432	-21,978
3541227,600	0,426	7,891	-4,970	14,652	-34,432	-21,978
3541232,483	1,762	8,376	-3,634	14,652	-34,432	-21,978
3541237,366	1,426	8,564	-2,941	14,652	-34,432	-21,978
3541242,249	1,505	8,475	-2,851	14,652	-34,432	-21,978
3541247,131	1,663	8,356	-3,000	14,652	-34,432	-21,978
3541252,014	1,683	8,663	-2,970	14,652	-34,432	-21,978
3541256,897	1,772	8,495	-3,188	14,652	-34,432	-21,978
3541261,780	1,980	8,436	-3,287	14,652	-34,432	-21,978
3541266,663	1,980	8,574	-3,287	14,652	-34,432	-21,978
3541271,545	2,099	8,554	-3,703	14,652	-34,432	-21,978
3541276,428	1,960	8,604	-3,713	14,652	-34,432	-21,978
3541281,311	1,079	8,743	-3,356	14,652	-34,432	-21,978
3541286,224	1,644	8,525	-3,693	14,652	-34,432	-21,978
3541291,077	2,515	8,416	-1,990	14,652	-34,432	-21,978
3541295,959	0,802	8,762	-3,436	14,652	-34,432	-21,978
3541300,842	0,921	8,871	-4,277	14,652	-34,432	-21,978
3541305,725	0,762	8,683	-4,149	14,652	-34,432	-21,978
3541310,608	0,901	8,347	-4,040	14,652	-34,432	-21,978
3541315,491	0,990	8,624	-3,733	14,652	-34,432	-21,978
3541320,374	1,238	8,802	-3,604	14,652	-34,432	-21,978
3541325,256	1,168	8,287	-3,891	14,652	-34,432	-21,978
3541330,139	2,267	8,545	-2,743	14,652	-34,432	-21,978
3541335,022	1,050	8,683	-2,584	14,652	-34,432	-21,978
3541339,905	1,366	8,525	-3,050	14,652	-34,432	-21,978
3541344,788	1,287	8,455	-2,881	14,652	-34,432	-21,978
3541349,670	1,535	8,564	-2,941	14,652	-34,432	-21,978
3541354,553	1,059	8,812	-3,198	14,652	-34,432	-21,978
3541359,436	1,208	8,881	-3,069	14,652	-34,432	-21,978
3541364,319	1,020	8,950	-3,257	14,652	-34,432	-21,978
3541369,202	1,198	8,802	-2,990	14,652	-34,432	-21,978
3541374,084	2,762	11,337	-1,287	14,652	-34,432	-21,978
3541378,967	2,861	10,327	-2,891	14,652	-34,432	-21,978
3541383,850	3,376	10,347	-3,059	14,652	-34,432	-21,978
3541388,733	1,851	10,416	-3,772	14,652	-34,432	-21,978
3541393,616	0,970	9,465	-3,624	14,652	-34,432	-21,978
3541398,499	-0,297	10,040	-4,446	14,652	-34,432	-21,978
3541403,381	-0,525	9,337	-3,287	14,652	-34,432	-21,978
3541408,264	-0,228	8,970	-3,465	14,652	-34,432	-21,978
3541413,147	0,554	8,703	-3,238	14,652	-34,432	-21,978
3541418,030	0,960	9,149	-3,208	14,652	-34,432	-21,978
3541422,913	1,802	9,495	-2,822	14,652	-34,432	-21,978
3541427,795	2,535	9,574	-2,614	14,652	-34,432	-21,978
3541432,678	2,624	9,287	-2,426	14,652	-34,432	-21,978
3541437,561	2,861	8,693	-2,248	14,652	-34,432	-21,978
3541442,444	2,832	8,129	-2,386	14,652	-34,432	-21,978
3541447,327	2,861	7,455	-2,396	14,652	-34,432	-21,978
3541452,209	2,624	7,149	-2,327	14,652	-34,432	-21,978
3541457,092	2,941	6,703	-2,267	14,652	-34,432	-21,978
3541461,975	2,901	6,059	-2,396	14,652	-34,432	-21,978
3541466,858	3,050	5,475	-2,713	14,652	-34,432	-21,978
3541471,741	2,752	5,089	-2,693	14,652	-34,432	-21,978
3541476,624	2,792	5,139	-2,644	14,652	-34,432	-21,978
3541481,506	2,921	5,297	-2,515	14,652	-34,432	-21,978
3541486,389	3,040	5,782	-2,317	14,652	-34,432	-21,978
3541491,272	3,287	6,347	-2,089	14,652	-34,432	-21,978
3541496,155	3,406	6,832	-2,000	14,652	-34,432	-21,978
3541501,038	3,317	7,594	-1,990	14,652	-34,432	-21,978
3541505,920	3,109	8,069	-1,931	14,652	-34,432	-21,978
3541510,803	3,079	8,287	-2,356	14,652	-34,432	-21,978
3541515,686	2,921	8,386	-3,000	14,652	-34,432	-21,978
3541520,569	3,079	8,119	-2,644	14,652	-34,432	-21,978
3541525,452	3,030	8,505	-2,673	14,652	-34,432	-21,978
3541530,334	2,762	9,010	-2,406	14,652	-34,432	-21,978
3541535,217	2,594	8,960	-2,307	14,652	-34,432	-21,978
3541540,100	2,307	8,822	-2,812	14,652	-34,432	-21,978
3541544,983	1,317	8,139	2,337	14,652	-34,432	-21,978
3541549,866	1,990	8,891	-3,772	14,652	-34,432	-21,978
3541554,749	2,188	8,653	-3,772	14,652	-34,432	-21,978
3541559,631	2,317	9,436	-2,267	14,652	-34,432	-21,978
3541564,514	2,554	8,752	-3,099	14,652	-34,432	-21,978
3541569,397	2,752	8,554	-3,059	14,652	-34,432	-21,978
3541574,280	2,911	8,386	-2,267	14,652	-34,432	-21,978
3541579,163	3,257	8,327	-2,129	14,652	-34,432	-21,978
3541584,045	3,208	8,495	-2,020	14,652	-34,432	-21,978
3541588,928	3,149	8,564	-1,990	14,652	-34,432	-21,978
3541593,811	3,267	8,554	-1,941	14,652	-34,432	-21,978
3541598,694	3,327	8,594	-1,624	14,652	-34,432	-21,978
3541603,577	3,059	8,495	-1,970	14,652	-34,432	-21,978
3541608,459	3,366	7,327	-0,436	14,652	-34,432	-21,978
3541613,342	0,475	8,307	-0,713	14,652	-34,432	-21,978
3541618,225	1,941	8,713	-2,455	14,652	-34,432	-21,978
3541623,108	2,079	8,257	-2,337	14,652	-34,432	-21,978
3541627,991	1,980	7,901	-2,653	14,652	-34,432	-21,978
3541632,874	1,604	8,733	-3,089	14,652	-34,432	-21,978
3541637,756	0,277	9,604	-2,158	14,652	-34,432	-21,978
3541642,639	1,792	8,495	-2,683	14,652	-34,432	-21,978
3541647,522	2,297	8,772	-6,010	14,652	-34,432	-21,978
3541652,405	2,000	7,723	-2,248	14,652	-34,432	-21,978
3541657,288	2,119	7,366	-3,455	14,652	-34,432	-21,978
3541662,170	1,921	8,356	-3,178	14,652	-34,432	-21,978
3541667,053	1,059	7,465	-2,782	14,652	-34,432	-21,978
3541671,936	1,446	8,743	-2,990	14,652	-34,432	-21,978
3541676,819	1,366	9,129	-2,812	14,652	-34,432	-21,978
3541681,702	1,861	8,960	-2,446	14,652	-34,432	-21,978
3541686,584	1,812	9,158	-2,188	14,652	-34,432	-21,978
3541691,467	1,624	8,931	-2,020	14,652	-34,432	-21,978
3541696,350	1,267	8,396	-1,723	14,652	-34,432	-21,978
3541701,233	1,851	9,089	-3,683	14,652	-34,432	-21,978
3541706,116	1,881	9,317	-2,089	14,652	-34,432	-21,978
3541710,999	1,881	9,733	1,347	14,652	-34,432	-21,978
3541715,881	0,465	7,594	-8,000	14,652	-34,432	-21,978
3541720,764	0,832	8,871	-0,426	14,652	-34,432	-21,978
3541725,647	1,198	8,376	-5,802	14,652	-34,432	-21,978
3541730,530	0,287	8,970	1,168	14,652	-34,432	-21,978
3541735,413	0,663	8,337	2,594	14,652	-34,432	-21,978
3541740,295	1,059	9,257	-2,703	14,652	-34,432	-21,978
3541745,178	1,851	8,792	-2,802	14,652	-34,432	-21,978
3541750,061	1,693	8,277	-1,871	14,652	-34,432	-21,978
3541754,944	2,139	7,822	-2,000	14,652	-34,432	-21,978
3541759,827	2,168	7,990	-1,861	14,652	-34,432	-21,978
3541764,709	2,139	8,139	-1,396	14,652	-34,432	-21,978
3541769,592	2,307	8,129	-1,634	14,652	-34,432	-21,978
3541774,475	2,337	8,139	-1,505	14,652	-34,432	-21,978
3541779,358	2,178	8,317	-1,426	14,652	-34,432	-21,978
3541784,241	2,079	8,307	-1,317	14,652	-34,432	-21,978
3541789,124	2,198	8,554	-1,515	14,652	-34,432	-21,978
3541794,006	1,802	8,495	-1,594	14,652	-34,432	-21,978
3541798,889	1,733	8,168	-1,713	14,652	-34,432	-21,978
3541803,772	2,040	7,554	-1,614	14,652	-34,432	-21,978
3541808,655	2,050	7,168	-1,822	14,652	-34,432	-21,978
3541813,538	2,208	6,950	-1,842	14,652	-34,432	-21,978
3541818,420	2,089	6,851	-1,772	14,652	-34,432	-21,978
3541823,303	2,099	6,475	-1,762	14,652	-34,432	-21,978
3541828,186	1,980	6,307	-1,970	14,652	-34,432	-21,978
3541833,069	1,832	6,158	-2,198	14,652	-34,432	-21,978
3541837,952	8,436	6,673	8,000	14,652	-34,432	-21,978
3541842,834	-1,228	4,238	11,356	14,652	-34,432	-21,978
3541847,717	4,525	6,030	6,614	14,652	-34,432	-21,978
3541852,600	-2,990	8,812	-0,733	14,652	-34,432	-21,978
3541857,483	0,525	9,119	-1,921	14,652	-34,432	-21,978
3541862,366	0,891	8,376	-1,911	14,652	-34,432	-21,978
3541867,249	1,050	8,386	-2,020	14,652	-34,432	-21,978
3541872,131	1,040	8,495	-2,277	14,652	-34,432	-21,978
3541877,014	1,436	5,089	-4,604	14,652	-34,432	-21,978
3541881,897	-2,119	7,347	-3,822	14,652	-34,432	-21,978
3541886,780	-0,267	9,960	-3,426	14,652	-34,432	-21,978
3541891,663	0,812	6,970	-3,604	14,652	-34,432	-21,978
3541896,545	0,772	5,188	-2,228	14,652	-34,432	-21,978
3541901,428	-2,485	-0,079	-6,723	14,652	-34,432	-21,978
3541906,311	0,277	1,356	-4,248	14,652	-34,432	-21,978
3541911,194	-1,168	-0,772	20,000	14,652	-34,432	-21,978
3541916,077	-1,634	8,594	-12,337	14,652	-34,432	-21,978
3541920,959	1,257	3,446	-1,970	14,652	-34,432	-21,978
3541925,842	1,792	4,208	-4,802	14,652	-34,432	-21,978
3541930,725	0,782	13,416	0,297	14,652	-34,432	-21,978
3541935,608	4,059	8,475	-0,307	14,652	-34,432	-21,978
3541940,491	3,248	5,782	-3,772	14,652	-34,432	-21,978
3541945,374	0,960	9,267	-3,604	14,652	-34,432	-21,978
3541950,256	1,416	9,139	-4,356	14,652	-34,432	-21,978
3541955,139	1,475	8,248	-3,347	14,652	-34,432	-21,978
3541960,022	0,792	8,634	-2,941	14,652	-34,432	-21,978
3541964,905	0,772	8,317	-2,644	14,652	-34,432	-21,978
3541969,788	0,545	8,396	-2,564	14,652	-34,432	-21,978
3541974,670	0,723	8,198	-2,436	14,652	-34,432	-21,978
3541979,553	0,723	8,178	-2,485	14,652	-34,432	-21,978
3541984,436	0,812	8,277	-2,614	14,652	-34,432	-21,978
3541989,319	0,713	8,475	-3,218	14,652	-34,432	-21,978
3541994,202	0,941	9,455	-3,139	14,652	-34,432	-21,978
3541999,084	0,663	8,455	-3,158	14,652	-34,432	-21,978
3542003,967	0,455	7,990	-3,218	14,652	-34,432	-21,978
3542008,850	0,455	8,515	-3,099	14,652	-34,432	-21,978
